Property,DataType,SchemaLocation,Domain,Fields,Arrayed,Replace,PropertyGroups,Description,Table,ValueType,Vocab
15B3_CEC,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,"CEC - 1M ammonium chloride at pH 7.0, adjusted for soluble sodium",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15B3_K,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,"Exchangeable bases and CEC - 1M ammonium chloride at pH 7.0, adjusted for soluble sodium",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15B3_MG,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,"Exchangeable bases and CEC - 1M ammonium chloride at pH 7.0, adjusted for soluble sodium",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15B3_NA,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,"Exchangeable bases and CEC - 1M ammonium chloride at pH 7.0, adjusted for soluble sodium",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15C1_CA,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,"Exchangeable bases (Ca2+,Mg2+,Na+,K+) - alcoholic 1M ammonium chloride at pH 8.5, pretreatment for soluble salts",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15C1_Ca_MQ,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,Exchangeable calcium,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15C1_CEC,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,"CEC - alcoholic 1M ammonium chloride at pH 8.5, pretreatment for soluble salts",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15C1_K,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,"Exchangeable bases and CEC - alcoholic 1M ammonium chloride at pH 8.5, pretreatment for soluble salts",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15C1_MG,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,"Exchangeable bases and CEC - alcoholic 1M ammonium chloride at pH 8.5, pretreatment for soluble salts",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15C1_Mg_MQ,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,Exchangeable magnesium,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15C1_NA,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,"Exchangeable bases and CEC - alcoholic 1M ammonium chloride at pH 8.5, pretreatment for soluble salts",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15C2_CA,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,Exchangeable divalent cations and CEC - MIR diffuse reflectance spectroscopy,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15C2_Ca_MQ,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,Exchangeable calcium - MIR QLD Calibration 1,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15C2_CEC,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,Exchangeable divalent cations and CEC - MIR diffuse reflectance spectroscopy,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15C2_CEC_M,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,Cation exchange capacity - MIR QLD Calibration 1,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15C2_MG,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,Exchangeable divalent cations and CEC - MIR diffuse reflectance spectroscopy,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15C2_Mg_MQ,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,Exchangeable magnesium - MIR QLD Calibration 1,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15D1_AL,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15D1_CA,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,"Exchangeable bases (Ca2+,Mg2+,Na+,K+) - 1M ammonium acetate at pH 7.0, pretreatment for soluble salts; manual leach",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15D1_CEC,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,"CEC - 1M ammonium acetate at pH 7.0, pretreatment for soluble salts; manual leach",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15D1_K,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,"Exchangeable bases and CEC - 1M ammonium acetate at pH 7.0, pretreatment for soluble salts; manual leach",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15D1_MG,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,"Exchangeable bases and CEC - 1M ammonium acetate at pH 7.0, pretreatment for soluble salts; manual leach",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15D1_NA,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,"Exchangeable bases and CEC - 1M ammonium acetate at pH 7.0, pretreatment for soluble salts; manual leach",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15D2_CA,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,"Exchangeable bases (Ca2+,Mg2+,Na+,K+) - 1M ammonium acetate at pH 7.0, pretreatment for soluble salts; automatic extractor",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15D2_CEC,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,"CEC - 1M ammonium acetate at pH 7.0, pretreatment for soluble salts; automatic extractor",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15D2_K,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,"Exchangeable bases and CEC - 1M ammonium acetate at pH 7.0, pretreatment for soluble salts; mautomatic",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15D2_MG,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,"Exchangeable bases and CEC - 1M ammonium acetate at pH 7.0, pretreatment for soluble salts; mautomatic",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15D2_NA,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,"Exchangeable bases and CEC - 1M ammonium acetate at pH 7.0, pretreatment for soluble salts; mautomatic",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15D3_CA,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,"Exchangeable bases (Ca2+,Mg2+,Na+,K+) - 1M ammonium acetate at pH 7.0, rapid method with no pretreatment for soluble salts",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15D3_K,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,"Exchangeable bases - 1M ammonium acetate at pH 7.0, rapid method with no pretreatment for soluble salts",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15D3_MG,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,"Exchangeable bases - 1M ammonium acetate at pH 7.0, rapid method with no pretreatment for soluble salts",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15D3_NA,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,"Exchangeable bases - 1M ammonium acetate at pH 7.0, rapid method with no pretreatment for soluble salts",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
1.50E+02,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,Exchangeable bases,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15E1_AEC,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,"Exchangeable bases , CEC and AEC by compulsive exchange, no pretreatment for soluble salts",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15E1_AL,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,"Exchangeable Al - by compulsive exchange, no pretreatment for soluble salts",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15E1_CA,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,"Exchangeable bases (Ca2+,Mg2+,Na+,K+) by compulsive exchange, no pretreatment for soluble salts",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15E1_CEC,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,"CEC by compulsive exchange, no pretreatment for soluble salts",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15E1_H,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,"Exchangeable H - by compulsive exchange, no pretreatment for soluble salts",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15E1_K,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,"Exchangeable bases, CEC and AEC by compulsive exchange, no pretreatment for soluble salts",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15E1_MG,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,"Exchangeable bases, CEC and AEC by compulsive exchange, no pretreatment for soluble salts",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15E1_MN,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15E1_NA,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,"Exchangeable bases, CEC and AEC by compulsive exchange, no pretreatment for soluble salts",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15E2_AEC,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,"Exchangeable bases, CEC and AEC by compulsive exchange, pretreatment for soluble salts",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15E2_CA,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,"Exchangeable bases (Ca2+,Mg2+,Na+,K+) by compulsive exchange, pretreatment for soluble salts",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15E2_CEC,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,"CEC by compulsive exchange, pretreatment for soluble salts",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15E2_K,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,"Exchangeable bases, CEC and AEC by compulsive exchange, pretreatment for soluble salts",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15E2_MG,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,"Exchangeable bases, CEC and AEC by compulsive exchange, pretreatment for soluble salts",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15E2_NA,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,"Exchangeable bases, CEC and AEC by compulsive exchange, pretreatment for soluble salts",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15E3_AEC,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,"Exchangeable bases, CEC and AEC by compulsive exchange, adjusted for soluble sodium",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15E3_CA,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,"Exchangeable bases (Ca2+,Mg2+,Na+,K+) by compulsive exchange, adjusted for soluble sodium",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15E3_CEC,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,"CEC by compulsive exchange, adjusted for soluble sodium",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15E3_K,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,"Exchangeable bases, CEC and AEC by compulsive exchange, adjusted for soluble sodium",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15E3_MG,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,"Exchangeable bases, CEC and AEC by compulsive exchange, adjusted for soluble sodium",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15E3_NA,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,"Exchangeable bases, CEC and AEC by compulsive exchange, adjusted for soluble sodium",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15F1_CA,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,"Exchangeable bases by 0.01M silver-thiourea (AgTU)+, no pretreatment for soluble salts",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15F1_CEC,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,"Exchangeable bases by 0.01m (AgTU)+, no pretreatment for soluble salts",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15F1_K,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,"Exchangeable bases by 0.01m (AgTU)+, no pretreatment for soluble salts",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15F1_MG,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,"Exchangeable bases by 0.01m (AgTU)+, no pretreatment for soluble salts",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15F1_NA,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,"Exchangeable bases by 0.01m (AgTU)+, no pretreatment for soluble salts",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15F2,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,Exchangeable aluminium by 0.01m (AgTU)+,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15F2
15F2_AL,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,Exchangeable Al (%) - Silver Thiorea,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15F3,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,CEC by 0.01M silver-thiourea (AgTU)+,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15F3
15F4,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,Exchangeable aluminium by 1M ammonium acetate (pH5.8). Abdullah and Riley (1966).,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15G_C,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,Exchange acidity (hydrogen and aluminium) - meq per 100g of soil - By 1M KCl exch. acidity by titration to pH 8.4,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15G_C_AL1,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,Exchangeable aluminium - meq per 100g of soil - Aluminium By difference of C and A or B,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15G_C_AL2,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,Exchangeable aluminium - meq per 100g of soil - Aluminium By KCl extraction and detremination By AAS,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15G_C_H1,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,Exchangeable hydrogen - meq per 100g of soil - Hydrogen By back titration of A or B,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15G_H,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,Hydrogen Cation - meq per 100g of soil - 1M KCl Exch. acidity By titration to pH 8.4,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15G1,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,Exchange acidity (hydrogen and aluminium) by 1M potassium chloride,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15G1
15G1_Acid,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,Exchange acidity (hydrogen and aluminium) by 1M potassium chloride - Exchange Acidity,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15G1_AL,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,Aluminium Cation - meq per 100g of soil - 1M KCl Exch. Acidity By titration to pH 8.0,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15G1_H,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,Hydrogen Cation - meq per 100g of soil - 1M KCl Exch. Acidity By titration to pH 8.0,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15G2,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,Exch. Al saturation,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15G2_Al_MQ,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,Exchangeable aluminium,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15H1,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,Exchange acidity by TEA,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15H1
15I1,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,CEC measurement - distillation of ammonium ions,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15I1
15I2,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,CEC measurement - automated determination of ammonium ions,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15I2
15I3,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,CEC measurement - automated determination of ammonium and chloride ions,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15I3
15I4,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,CEC measurement - titration of ammonium and chloride ions,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15I4
15J_BASES,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,Sum of Bases,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15J_H,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,Sum of Ex. cations + Ex. acidity - Sum of basic exch. cations and exch. (Hydrogen),LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15J1,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,Effective CEC,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15J1
15J2_MQ02,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,Effective cation exchange capacity,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15K1,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,CEC - pH 8.2,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15K1
15L1,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,Base saturation percentage (BSP),LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15L1
15M1,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,Cation ratio,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15M1
15M1_Ca/CE,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,Calcium to cation exchange capacity ratio,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15M1_Ca/Mg,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,Cation ratio Ca/Mg,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15M1_K/CEC,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,Potassium to cation exchange capacity ratio,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15M1_Mg/Ca,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,Magnesium to calcium ratio,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15M1_Mg/CE,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,Magnesium to cation exchange capacity ratio,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15M1_Mg/K,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,Cation ratio Mg/K,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15M1_Na/K,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,Cation ratio Na/K,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15N1,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,Exchangeable sodium percentage (ESP),LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15N1
15O1,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,Percentage aluminium saturation,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15O1
15P1,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,CEC/Clay ratio,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15Z1,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,H,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
15Z1_CEC/c,LaboratoryMeasurement,Lab,,,,,Ion-exchange properties,Cation exchange capacity:clay,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/15
16A1,LaboratoryMeasurement,Lab,,,,,Lime requirement,Calculated lime rate - from exchangeable aluminium,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/16A1
16B1,LaboratoryMeasurement,Lab,,,,,Lime requirement,Calculated lime rate - Cregan,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/16B1
16C1,LaboratoryMeasurement,Lab,,,,,Lime requirement,Lime requirement - Mehlich single buffer,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/16C1
16C1_5.5,LaboratoryMeasurement,Lab,,,,,Lime requirement,Lime requirement at pH 5.5,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/16
16C1_6.0,LaboratoryMeasurement,Lab,,,,,Lime requirement,Lime requirement at pH 6.0,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/16
16C1_6.5,LaboratoryMeasurement,Lab,,,,,Lime requirement,Lime requirement at pH 6.5,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/16
16D1,LaboratoryMeasurement,Lab,,,,,Lime requirement,Lime requirement - Dunn titration curves,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/16D1
17A_HF+,LaboratoryMeasurement,Lab,,,,,Total miscellaneous elements,Total element - K (%) - HF/HCl04 Digest,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/17
17A_NR,LaboratoryMeasurement,Lab,,,,,Total miscellaneous elements,Total element - K (%) - Not recorded,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/17
17A1,LaboratoryMeasurement,Lab,,,,,Total miscellaneous elements,Total Potassium - X-ray fluorescence,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/17A1
17A1_K,LaboratoryMeasurement,Lab,,,,,Total miscellaneous elements,Total Potassium - X-ray fluorescence,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/17
17A1_K_MQ0,LaboratoryMeasurement,Lab,,,,,Total miscellaneous elements,Total potassium - MIR QLD Calibration 1,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/17
17A2_Cu,LaboratoryMeasurement,Lab,,,,,Total miscellaneous elements,Total element - Cu(mg/kg) - HF/HClO4 Digest,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/17
17A2_Fe,LaboratoryMeasurement,Lab,,,,,Total miscellaneous elements,Total element - Fe(%) - HF/HClO4 Digest,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/17
17A2_K,LaboratoryMeasurement,Lab,,,,,Total miscellaneous elements,"Total Potassium - microwave assisted digestion, determination by AAS",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/17
17A2_Mn,LaboratoryMeasurement,Lab,,,,,Total miscellaneous elements,Total element - Mn(mg/kg) - HF/HClO4 Digest,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/17
17A2_Zn,LaboratoryMeasurement,Lab,,,,,Total miscellaneous elements,Total element - Zn(mg/kg) - HF/HClO4 Digest,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/17
17B1,LaboratoryMeasurement,Lab,,,,,Total miscellaneous elements,"0.01M CaCl2 extractable K, ICP",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/17B1
17B1_K,LaboratoryMeasurement,Lab,,,,,Total miscellaneous elements,"Psuedo-total Potassium - reverse aqua regia block digestion, determination by AAS",LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/17
17B2_Al,LaboratoryMeasurement,Lab,,,,,Total miscellaneous elements,Aluminium,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/17
17B2_As,LaboratoryMeasurement,Lab,,,,,Total miscellaneous elements,Arsenic,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/17
17B2_Ca,LaboratoryMeasurement,Lab,,,,,Total miscellaneous elements,Calcium,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/17
17B2_Co,LaboratoryMeasurement,Lab,,,,,Total miscellaneous elements,Cobalt,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/17
